budget,method,record_id,fit_similarity,abs_change,top20
100,head_only,nesso_b3cdac4a9c4334ea9b31,0.1875,0.5609655380249023,False
100,head_only,nesso_8a5d8fbc05894802c0cb,0.21951219512195122,0.5582811832427979,False
100,head_only,nesso_ff8be28b2ec779290b68,0.208955223880597,0.55810546875,False
100,head_only,nesso_bfb3aed8b706de6cd8c8,0.3076923076923077,0.5580739974975577,False
100,head_only,nesso_eedb8a993e3fb68b81c4,0.2692307692307692,0.5531435012817383,False
100,head_only,nesso_985ec70dc31e32244bfa,0.3142857142857143,0.5526518821716309,False
100,head_only,nesso_b24330ad138bab5125a8,0.2676056338028169,0.5523262023925781,False
100,head_only,nesso_e9c9bef7754978054cfd,0.22058823529411764,0.5522136688232422,False
100,head_only,nesso_5479f877525366d52c97,0.273972602739726,0.5518951416015625,False
100,head_only,nesso_848daa3ebcaf19ec160e,0.2676056338028169,0.5518782138824463,False
100,head_only,nesso_5921d55059417edeed4d,0.2,0.5517420768737793,False
100,head_only,nesso_05401a027d95ff331009,0.25316455696202533,0.5516037940979004,False
100,head_only,nesso_2bae5d8625e8e1c7f4da,0.32786885245901637,0.5513033866882324,False
100,head_only,nesso_33977f85392f7277bf89,0.2676056338028169,0.5508809089660645,False
100,head_only,nesso_4a40383c56d45b06f102,0.20253164556962025,0.5507392883300795,False
100,head_only,nesso_41db17debc26f60f92d6,0.23333333333333334,0.5507230758666992,False
100,head_only,nesso_7a57fc72549f1aca2344,0.23076923076923078,0.5505924224853516,False
100,head_only,nesso_f60838be7682d01a334c,0.2638888888888889,0.5504531860351562,False
100,head_only,nesso_44b3a8d5f9a4225be819,0.30612244897959184,0.5502142906188956,False
100,head_only,nesso_f90a47ddcf02144bf8ea,0.16666666666666666,0.5497040748596191,False
100,head_only,nesso_b39169d1f827be24ca4d,0.22580645161290322,0.549506664276123,False
100,head_only,nesso_f0f8a0e28d0c24ccd203,0.22784810126582278,0.5491600036621094,False
100,head_only,nesso_fd8f8ccfa1c7f8132165,0.14782608695652175,0.5489187240600586,False
100,head_only,nesso_53ce46e399eb4faf3b02,0.1956521739130435,0.5477228164672852,False
