false_positive_rate,true_positive_rate,score_threshold,cohort,threshold,curve,recall,precision
0.1583011583011583,0.3037261698440208,0.3195725679397583,development_all,4.0,roc,,
0.1583011583011583,0.304159445407279,0.3193656504154205,development_all,4.0,roc,,
0.16023166023166024,0.304159445407279,0.3184258341789245,development_all,4.0,roc,,
0.16023166023166024,0.30459272097053725,0.3183933198451996,development_all,4.0,roc,,
0.1611969111969112,0.30459272097053725,0.3183790743350982,development_all,4.0,roc,,
0.1611969111969112,0.3054592720970537,0.3175191879272461,development_all,4.0,roc,,
0.16216216216216217,0.3054592720970537,0.3173404932022095,development_all,4.0,roc,,
0.16216216216216217,0.30719237435008667,0.3165038824081421,development_all,4.0,roc,,
0.16312741312741313,0.30719237435008667,0.3164542317390442,development_all,4.0,roc,,
0.16312741312741313,0.30805892547660313,0.3161896169185638,development_all,4.0,roc,,
0.1640926640926641,0.30805892547660313,0.3160488605499267,development_all,4.0,roc,,
0.1640926640926641,0.31325823223570193,0.3143324255943298,development_all,4.0,roc,,
0.16505791505791506,0.31325823223570193,0.3140761852264404,development_all,4.0,roc,,
0.16505791505791506,0.3193240901213172,0.3103412389755249,development_all,4.0,roc,,
0.166988416988417,0.3193240901213172,0.3101999759674072,development_all,4.0,roc,,
0.166988416988417,0.3210571923743501,0.3097468614578247,development_all,4.0,roc,,
0.16795366795366795,0.3210571923743501,0.3096102476119995,development_all,4.0,roc,,
0.16795366795366795,0.322790294627383,0.3090531527996063,development_all,4.0,roc,,
0.16891891891891891,0.322790294627383,0.3089396357536316,development_all,4.0,roc,,
0.16891891891891891,0.33232235701906415,0.3031428456306457,development_all,4.0,roc,,
0.16988416988416988,0.33232235701906415,0.3031308352947235,development_all,4.0,roc,,
0.16988416988416988,0.3344887348353553,0.3020862936973572,development_all,4.0,roc,,
0.1718146718146718,0.3344887348353553,0.3017176985740661,development_all,4.0,roc,,
0.1718146718146718,0.33708838821490467,0.3003137707710266,development_all,4.0,roc,,
0.17374517374517376,0.33708838821490467,0.3001896739006042,development_all,4.0,roc,,
0.17374517374517376,0.33882149046793764,0.2997018992900848,development_all,4.0,roc,,
0.17471042471042472,0.33882149046793764,0.2995901107788086,development_all,4.0,roc,,
0.17471042471042472,0.3396880415944541,0.2989842891693115,development_all,4.0,roc,,
0.17567567567567569,0.3396880415944541,0.29898202419281,development_all,4.0,roc,,
0.17567567567567569,0.34228769497400346,0.2986195087432861,development_all,4.0,roc,,
0.17664092664092665,0.34228769497400346,0.2983734905719757,development_all,4.0,roc,,
0.17664092664092665,0.3444540727902946,0.2978074550628662,development_all,4.0,roc,,
0.1776061776061776,0.3444540727902946,0.2975062727928161,development_all,4.0,roc,,
0.1776061776061776,0.34532062391681106,0.2971537411212921,development_all,4.0,roc,,
0.17857142857142858,0.34532062391681106,0.297148048877716,development_all,4.0,roc,,
0.17857142857142858,0.3466204506065858,0.2968713045120239,development_all,4.0,roc,,
0.17953667953667954,0.3466204506065858,0.2968502938747406,development_all,4.0,roc,,
0.17953667953667954,0.34748700173310226,0.2961346805095672,development_all,4.0,roc,,
0.18146718146718147,0.34748700173310226,0.2954326272010803,development_all,4.0,roc,,
0.18146718146718147,0.34878682842287695,0.2951477766036987,development_all,4.0,roc,,
0.18243243243243243,0.34878682842287695,0.2949520647525787,development_all,4.0,roc,,
0.18243243243243243,0.35051993067590986,0.2944657504558563,development_all,4.0,roc,,
0.1833976833976834,0.35051993067590986,0.2943910360336303,development_all,4.0,roc,,
0.1833976833976834,0.35268630849220106,0.2937350869178772,development_all,4.0,roc,,
0.18532818532818532,0.35268630849220106,0.293221652507782,development_all,4.0,roc,,
0.18532818532818532,0.36048526863084923,0.2911230325698852,development_all,4.0,roc,,
0.18629343629343628,0.36048526863084923,0.291056752204895,development_all,4.0,roc,,
0.18629343629343628,0.36221837088388215,0.2897768020629883,development_all,4.0,roc,,
0.18725868725868725,0.36221837088388215,0.2897557616233825,development_all,4.0,roc,,
0.18725868725868725,0.3669844020797227,0.2878960967063904,development_all,4.0,roc,,
0.18822393822393824,0.3669844020797227,0.2876957654953003,development_all,4.0,roc,,
0.18822393822393824,0.3700173310225303,0.2853810787200928,development_all,4.0,roc,,
0.19015444015444016,0.3700173310225303,0.2849791049957275,development_all,4.0,roc,,
0.19015444015444016,0.3752166377816291,0.2832244038581848,development_all,4.0,roc,,
0.1920849420849421,0.3752166377816291,0.2829228341579437,development_all,4.0,roc,,
0.1920849420849421,0.3778162911611785,0.2822238802909851,development_all,4.0,roc,,
0.19305019305019305,0.3778162911611785,0.282173603773117,development_all,4.0,roc,,
0.19305019305019305,0.3782495667244367,0.2821477949619293,development_all,4.0,roc,,
0.19401544401544402,0.3782495667244367,0.2820988595485687,development_all,4.0,roc,,
0.19401544401544402,0.3830155979202773,0.2805137634277344,development_all,4.0,roc,,
0.19594594594594594,0.3830155979202773,0.2802560031414032,development_all,4.0,roc,,
0.19594594594594594,0.38388214904679374,0.2800750732421875,development_all,4.0,roc,,
0.1969111969111969,0.38388214904679374,0.2800218760967254,development_all,4.0,roc,,
0.1969111969111969,0.3847487001733102,0.2798734307289123,development_all,4.0,roc,,
0.19787644787644787,0.3847487001733102,0.279777318239212,development_all,4.0,roc,,
0.19787644787644787,0.3886481802426343,0.2783923745155334,development_all,4.0,roc,,
0.19884169884169883,0.3886481802426343,0.2783873975276947,development_all,4.0,roc,,
0.19884169884169883,0.3951473136915078,0.2754215598106384,development_all,4.0,roc,,
0.20077220077220076,0.3951473136915078,0.2750275135040283,development_all,4.0,roc,,
0.20077220077220076,0.3990467937608319,0.2738041579723358,development_all,4.0,roc,,
0.20270270270270271,0.3990467937608319,0.2733135223388672,development_all,4.0,roc,,
0.20270270270270271,0.39991334488734837,0.2728453278541565,development_all,4.0,roc,,
0.20366795366795368,0.39991334488734837,0.2727922797203064,development_all,4.0,roc,,
0.20366795366795368,0.4003466204506066,0.2724916934967041,development_all,4.0,roc,,
0.20463320463320464,0.4003466204506066,0.2724518775939941,development_all,4.0,roc,,
0.20463320463320464,0.40121317157712305,0.2723655998706817,development_all,4.0,roc,,
0.2055984555984556,0.40121317157712305,0.2723121047019958,development_all,4.0,roc,,
0.2055984555984556,0.40424610051993065,0.2706521153450012,development_all,4.0,roc,,
0.20656370656370657,0.40424610051993065,0.270628273487091,development_all,4.0,roc,,
0.20656370656370657,0.4068457538994801,0.2694044113159179,development_all,4.0,roc,,
0.20752895752895753,0.4068457538994801,0.2691267728805542,development_all,4.0,roc,,
0.20752895752895753,0.4072790294627383,0.2690090835094452,development_all,4.0,roc,,
0.20945945945945946,0.4072790294627383,0.2684713006019592,development_all,4.0,roc,,
0.20945945945945946,0.40814558058925476,0.2684326767921448,development_all,4.0,roc,,
0.21042471042471042,0.40814558058925476,0.2684100568294525,development_all,4.0,roc,,
0.21042471042471042,0.408578856152513,0.2683817148208618,development_all,4.0,roc,,
0.21138996138996138,0.408578856152513,0.2683641910552978,development_all,4.0,roc,,
0.21138996138996138,0.4090121317157712,0.2681938111782074,development_all,4.0,roc,,
0.21428571428571427,0.4090121317157712,0.2677456736564636,development_all,4.0,roc,,
0.21428571428571427,0.4103119584055459,0.2675426304340362,development_all,4.0,roc,,
0.21525096525096524,0.4103119584055459,0.2674984931945801,development_all,4.0,roc,,
